CORR_ANS,item_X,tripletid,file_X,onset_X,offset_X,word_X,speaker_X,CV_X,context_X,phone_X,distance_OTH,context_OTH,CV_OTH,file_OTH,item_OTH,offset_OTH,onset_OTH,phone_OTH,speaker_OTH,word_OTH,distance_TGT,context_TGT,CV_TGT,file_TGT,item_TGT,offset_TGT,onset_TGT,phone_TGT,speaker_TGT,word_TGT
B,ewan_21,stimulus82_B,raw/ewan.wav,60.9271,61.7525,HEEDI,ewan,V,I,i,1482.4565553042,I,V,raw/amelia_vowels.wav,amelia_vowels_30,79.88909,79.21868,ʌ,amelia,HUHDI,1340.37156163855,I,V,raw/amelia_vowels.wav,amelia_vowels_22,58.41293,57.64913,i,amelia,HEEDI
B,ewan_28,stimulus83_B,raw/ewan.wav,81.0625,81.7525,HUHDAH,ewan,V,A,ʌ,1614.86979481202,A,V,raw/amelia_vowels.wav,amelia_vowels_17,45.0725,44.25247,i,amelia,HEEDAH,1273.08726305245,A,V,raw/amelia_vowels.wav,amelia_vowels_25,67.6025,66.85124,ʌ,amelia,HUHDAH
A,amelia_vowels_25,stimulus84_A,raw/amelia_vowels.wav,66.85124,67.6025,HUHDAH,amelia,V,A,ʌ,1503.8967294419,A,V,raw/ewan.wav,ewan_19,55.1725,54.4125,i,ewan,HEEDAH,1273.08726305245,A,V,raw/ewan.wav,ewan_28,81.7525,81.0625,ʌ,ewan,HUHDAH
A,amelia_vowels_17,stimulus85_A,raw/amelia_vowels.wav,44.25247,45.0725,HEEDAH,amelia,V,A,i,1462.70007850892,A,V,raw/ewan.wav,ewan_43,127.0125,126.2825,u,ewan,WHODAH,1346.31193849419,A,V,raw/ewan.wav,ewan_19,55.1725,54.4125,i,ewan,HEEDAH
B,ewan_19,stimulus86_B,raw/ewan.wav,54.4125,55.1725,HEEDAH,ewan,V,A,i,1502.88701978921,A,V,raw/amelia_vowels.wav,amelia_vowels_41,107.96148,107.22875,u,amelia,WHODAH,1346.31193849419,A,V,raw/amelia_vowels.wav,amelia_vowels_17,45.0725,44.25247,i,amelia,HEEDAH
B,ewan_46,stimulus87_B,raw/ewan.wav,134.9925,135.7425,WHODI,ewan,V,I,u,1465.71360657658,I,V,raw/amelia_vowels.wav,amelia_vowels_22,58.41293,57.64913,i,amelia,HEEDI,1332.96155891795,I,V,raw/amelia_vowels.wav,amelia_vowels_48,124.5925,123.87499,u,amelia,WHODI
A,amelia_vowels_48,stimulus88_A,raw/amelia_vowels.wav,123.87499,124.5925,WHODI,amelia,V,I,u,1473.47609848541,I,V,raw/ewan.wav,ewan_21,61.7525,60.9271,i,ewan,HEEDI,1332.96155891795,I,V,raw/ewan.wav,ewan_46,135.7425,134.9925,u,ewan,WHODI
A,ewan_34,stimulus89_A,raw/ewan.wav,99.9925,100.7325,HOODAH,ewan,V,A,ʊ,1259.77283877935,A,V,raw/amelia_vowels.wav,amelia_vowels_25,67.6025,66.85124,ʌ,amelia,HUHDAH,1356.19799613833,A,V,raw/amelia_vowels.wav,amelia_vowels_33,88.0325,87.27244,ʊ,amelia,HOODAH
A,ewan_2,stimulus90_A,raw/ewan.wav,6.19383,7.0825,HADAH,ewan,V,A,ɑ,1911.31141544536,A,V,raw/amelia_vowels.wav,amelia_vowels_17,45.0725,44.25247,i,amelia,HEEDAH,1492.43116611363,A,V,raw/amelia_vowels.wav,amelia_vowels_1,2.9625,2.19827,ɑ,amelia,HADAH
B,amelia_vowels_39,stimulus91_B,raw/amelia_vowels.wav,101.46732,102.16942,HOODI,amelia,V,I,ʊ,1559.65820731121,I,V,raw/ewan.wav,ewan_29,86.1325,85.39155,ʌ,ewan,HUHDI,1224.65855610526,I,V,raw/ewan.wav,ewan_37,109.8025,109.0925,ʊ,ewan,HOODI
B,ewan_29,stimulus92_B,raw/ewan.wav,85.39155,86.1325,HUHDI,ewan,V,I,ʌ,1559.65820731121,I,V,raw/amelia_vowels.wav,amelia_vowels_39,102.16942,101.46732,ʊ,amelia,HOODI,1144.88683002844,I,V,raw/amelia_vowels.wav,amelia_vowels_30,79.88909,79.21868,ʌ,amelia,HUHDI
A,amelia_vowels_25,stimulus93_A,raw/amelia_vowels.wav,66.85124,67.6025,HUHDAH,amelia,V,A,ʌ,1259.77283877935,A,V,raw/ewan.wav,ewan_34,100.7325,99.9925,ʊ,ewan,HOODAH,1273.08726305245,A,V,raw/ewan.wav,ewan_28,81.7525,81.0625,ʌ,ewan,HUHDAH
A,amelia_vowels_33,stimulus94_A,raw/amelia_vowels.wav,87.27244,88.0325,HOODAH,amelia,V,A,ʊ,1263.86632170593,A,V,raw/ewan.wav,ewan_43,127.0125,126.2825,u,ewan,WHODAH,1356.19799613833,A,V,raw/ewan.wav,ewan_34,100.7325,99.9925,ʊ,ewan,HOODAH
B,ewan_34,stimulus95_B,raw/ewan.wav,99.9925,100.7325,HOODAH,ewan,V,A,ʊ,1373.02452238038,A,V,raw/amelia_vowels.wav,amelia_vowels_41,107.96148,107.22875,u,amelia,WHODAH,1356.19799613833,A,V,raw/amelia_vowels.wav,amelia_vowels_33,88.0325,87.27244,ʊ,amelia,HOODAH
B,ewan_46,stimulus96_B,raw/ewan.wav,134.9925,135.7425,WHODI,ewan,V,I,u,1364.81650214895,I,V,raw/amelia_vowels.wav,amelia_vowels_39,102.16942,101.46732,ʊ,amelia,HOODI,1332.96155891795,I,V,raw/amelia_vowels.wav,amelia_vowels_48,124.5925,123.87499,u,amelia,WHODI
A,amelia_vowels_48,stimulus97_A,raw/amelia_vowels.wav,123.87499,124.5925,WHODI,amelia,V,I,u,1332.54561989911,I,V,raw/ewan.wav,ewan_37,109.8025,109.0925,ʊ,ewan,HOODI,1332.96155891795,I,V,raw/ewan.wav,ewan_46,135.7425,134.9925,u,ewan,WHODI
A,amelia_vowels_33,stimulus98_A,raw/amelia_vowels.wav,87.27244,88.0325,HOODAH,amelia,V,A,ʊ,1263.86632170593,A,V,raw/ewan.wav,ewan_43,127.0125,126.2825,u,ewan,WHODAH,1356.19799613833,A,V,raw/ewan.wav,ewan_34,100.7325,99.9925,ʊ,ewan,HOODAH
B,ewan_37,stimulus99_B,raw/ewan.wav,109.0925,109.8025,HOODI,ewan,V,I,ʊ,1332.54561989911,I,V,raw/amelia_vowels.wav,amelia_vowels_48,124.5925,123.87499,u,amelia,WHODI,1224.65855610526,I,V,raw/amelia_vowels.wav,amelia_vowels_39,102.16942,101.46732,ʊ,amelia,HOODI
B,amelia_vowels_48,stimulus100_B,raw/amelia_vowels.wav,123.87499,124.5925,WHODI,amelia,V,I,u,1332.54561989911,I,V,raw/ewan.wav,ewan_37,109.8025,109.0925,ʊ,ewan,HOODI,1332.96155891795,I,V,raw/ewan.wav,ewan_46,135.7425,134.9925,u,ewan,WHODI
B,amelia_vowels_5,stimulus101_B,raw/amelia_vowels.wav,12.5659,13.309679999999998,HADI,amelia,V,I,ɑ,1355.21434933268,I,V,raw/ewan.wav,ewan_21,61.7525,60.9271,i,ewan,HEEDI,1405.07478243322,I,V,raw/ewan.wav,ewan_8,23.01587,22.3965,ɑ,ewan,HADI
A,ewan_43,stimulus102_A,raw/ewan.wav,126.2825,127.0125,WHODAH,ewan,V,A,u,1263.86632170593,A,V,raw/amelia_vowels.wav,amelia_vowels_33,88.0325,87.27244,ʊ,amelia,HOODAH,1240.02838346895,A,V,raw/amelia_vowels.wav,amelia_vowels_41,107.96148,107.22875,u,amelia,WHODAH
A,ewan_80,stimulus103_A,raw/ewan.wav,235.6825,236.2625,EEFEE,ewan,C,I,f,1234.09652898094,I,C,raw/amelia_consonants.wav,amelia_consonants_23,62.1525,61.4825,k,amelia,EEKEE,1061.24183573996,I,C,raw/amelia_consonants.wav,amelia_consonants_31,83.39679,82.6725,f,amelia,EEFEE
B,amelia_consonants_27,stimulus104_B,raw/amelia_consonants.wav,72.1025,72.7625,AFAH,amelia,C,A,f,1094.06229269117,A,C,raw/ewan.wav,ewan_68,201.7625,201.2425,k,ewan,AKAH,918.32860911611,A,C,raw/ewan.wav,ewan_76,224.8825,224.3325,f,ewan,AFAH
B,amelia_consonants_23,stimulus105_B,raw/amelia_consonants.wav,61.4825,62.1525,EEKEE,amelia,C,I,k,1234.09652898094,I,C,raw/ewan.wav,ewan_80,236.2625,235.6825,f,ewan,EEFEE,1003.49789059207,I,C,raw/ewan.wav,ewan_71,211.2825,210.7425,k,ewan,EEKEE
A,ewan_68,stimulus106_A,raw/ewan.wav,201.2425,201.7625,AKAH,ewan,C,A,k,1094.06229269117,A,C,raw/amelia_consonants.wav,amelia_consonants_27,72.7625,72.1025,f,amelia,AFAH,1116.16536306792,A,C,raw/amelia_consonants.wav,amelia_consonants_20,53.6525,53.0271,k,amelia,AKAH
A,amelia_consonants_31,stimulus107_A,raw/amelia_consonants.wav,82.6725,83.39679,EEFEE,amelia,C,I,f,1376.1951893054,I,C,raw/ewan.wav,ewan_56,169.3025,168.7025,p,ewan,EEPEE,1061.24183573996,I,C,raw/ewan.wav,ewan_80,236.2625,235.6825,f,ewan,EEFEE
B,ewan_80,stimulus108_B,raw/ewan.wav,235.6825,236.2625,EEFEE,ewan,C,I,f,1108.36922441188,I,C,raw/amelia_consonants.wav,amelia_consonants_7,18.54394,17.98056,p,amelia,EEPEE,1061.24183573996,I,C,raw/amelia_consonants.wav,amelia_consonants_31,83.39679,82.6725,f,amelia,EEFEE
B,amelia_consonants_3,stimulus109_B,raw/amelia_consonants.wav,7.31359,7.932510000000001,APAH,amelia,C,A,p,1104.39369849004,A,C,raw/ewan.wav,ewan_76,224.8825,224.3325,f,ewan,AFAH,977.348207343409,A,C,raw/ewan.wav,ewan_50,153.4425,152.8525,p,ewan,APAH
A,ewan_50,stimulus110_A,raw/ewan.wav,152.8525,153.4425,APAH,ewan,C,A,p,1227.18747450753,A,C,raw/amelia_consonants.wav,amelia_consonants_27,72.7625,72.1025,f,amelia,AFAH,977.348207343409,A,C,raw/amelia_consonants.wav,amelia_consonants_3,7.93251,7.31359,p,amelia,APAH
A,amelia_consonants_27,stimulus111_A,raw/amelia_consonants.wav,72.1025,72.7625,AFAH,amelia,C,A,f,1254.66717978154,A,C,raw/ewan.wav,ewan_92,267.2825,266.7625,ʃ,ewan,ASHAH,918.32860911611,A,C,raw/ewan.wav,ewan_76,224.8825,224.3325,f,ewan,AFAH
B,amelia_vowels_17,stimulus112_B,raw/amelia_vowels.wav,44.25247,45.0725,HEEDAH,amelia,V,A,i,1911.31141544536,A,V,raw/ewan.wav,ewan_2,7.0825,6.19383,ɑ,ewan,HADAH,1346.31193849419,A,V,raw/ewan.wav,ewan_19,55.1725,54.4125,i,ewan,HEEDAH
B,ewan_76,stimulus113_B,raw/ewan.wav,224.3325,224.8825,AFAH,ewan,C,A,f,1069.40762259418,A,C,raw/amelia_consonants.wav,amelia_consonants_42,112.9325,112.2325,ʃ,amelia,ASHAH,918.32860911611,A,C,raw/amelia_consonants.wav,amelia_consonants_27,72.7625,72.1025,f,amelia,AFAH
B,ewan_96,stimulus114_B,raw/ewan.wav,276.7625,277.3325,EESHEE,ewan,C,I,ʃ,1468.68990890939,I,C,raw/amelia_consonants.wav,amelia_consonants_31,83.39679,82.6725,f,amelia,EEFEE,1123.73821633761,I,C,raw/amelia_consonants.wav,amelia_consonants_46,122.6025,121.8625,ʃ,amelia,EESHEE
A,amelia_consonants_46,stimulus115_A,raw/amelia_consonants.wav,121.8625,122.6025,EESHEE,amelia,C,I,ʃ,1098.77415328291,I,C,raw/ewan.wav,ewan_80,236.2625,235.6825,f,ewan,EEFEE,1123.73821633761,I,C,raw/ewan.wav,ewan_96,277.3325,276.7625,ʃ,ewan,EESHEE
A,amelia_consonants_31,stimulus116_A,raw/amelia_consonants.wav,82.6725,83.39679,EEFEE,amelia,C,I,f,1248.91558308341,I,C,raw/ewan.wav,ewan_87,255.0425,254.4625,s,ewan,EESSEE,1061.24183573996,I,C,raw/ewan.wav,ewan_80,236.2625,235.6825,f,ewan,EEFEE
B,ewan_76,stimulus117_B,raw/ewan.wav,224.3325,224.8825,AFAH,ewan,C,A,f,1267.74300785714,A,C,raw/amelia_consonants.wav,amelia_consonants_34,92.1125,91.35499,s,amelia,ASSAH,918.32860911611,A,C,raw/amelia_consonants.wav,amelia_consonants_27,72.7625,72.1025,f,amelia,AFAH
B,ewan_87,stimulus118_B,raw/ewan.wav,254.4625,255.0425,EESSEE,ewan,C,I,s,1248.91558308341,I,C,raw/amelia_consonants.wav,amelia_consonants_31,83.39679,82.6725,f,amelia,EEFEE,1060.39502752664,I,C,raw/amelia_consonants.wav,amelia_consonants_38,102.63328,101.9725,s,amelia,EESSEE
A,amelia_consonants_34,stimulus119_A,raw/amelia_consonants.wav,91.35499,92.1125,ASSAH,amelia,C,A,s,1267.74300785714,A,C,raw/ewan.wav,ewan_76,224.8825,224.3325,f,ewan,AFAH,1349.52991343159,A,C,raw/ewan.wav,ewan_83,244.9725,244.4025,s,ewan,ASSAH
A,ewan_76,stimulus120_A,raw/ewan.wav,224.3325,224.8825,AFAH,ewan,C,A,f,967.353776033437,A,C,raw/amelia_consonants.wav,amelia_consonants_49,130.6925,129.9825,θ,amelia,ATHAH,918.32860911611,A,C,raw/amelia_consonants.wav,amelia_consonants_27,72.7625,72.1025,f,amelia,AFAH
B,amelia_consonants_27,stimulus121_B,raw/amelia_consonants.wav,72.1025,72.7625,AFAH,amelia,C,A,f,1093.0675965772,A,C,raw/ewan.wav,ewan_97,280.3225,279.7725,θ,ewan,ATHAH,918.32860911611,A,C,raw/ewan.wav,ewan_76,224.8825,224.3325,f,ewan,AFAH
B,ewan_101,stimulus122_B,raw/ewan.wav,290.0925,290.7225,EETHEE,ewan,C,I,θ,1226.99918510529,I,C,raw/amelia_consonants.wav,amelia_consonants_31,83.39679,82.6725,f,amelia,EEFEE,1250.34291601984,I,C,raw/amelia_consonants.wav,amelia_consonants_55,145.8925,145.1325,θ,amelia,EETHEE
A,ewan_21,stimulus123_A,raw/ewan.wav,60.9271,61.7525,HEEDI,ewan,V,I,i,1355.21434933268,I,V,raw/amelia_vowels.wav,amelia_vowels_5,13.30968,12.5659,ɑ,amelia,HADI,1340.37156163855,I,V,raw/amelia_vowels.wav,amelia_vowels_22,58.41293,57.64913,i,amelia,HEEDI
A,amelia_consonants_55,stimulus124_A,raw/amelia_consonants.wav,145.1325,145.8925,EETHEE,amelia,C,I,θ,1139.5235600765,I,C,raw/ewan.wav,ewan_80,236.2625,235.6825,f,ewan,EEFEE,1250.34291601984,I,C,raw/ewan.wav,ewan_101,290.7225,290.0925,θ,ewan,EETHEE
A,amelia_consonants_31,stimulus125_A,raw/amelia_consonants.wav,82.6725,83.39679,EEFEE,amelia,C,I,f,1197.95890588048,I,C,raw/ewan.wav,ewan_62,185.7725,185.2225,t,ewan,EETEE,1061.24183573996,I,C,raw/ewan.wav,ewan_80,236.2625,235.6825,f,ewan,EEFEE
B,ewan_80,stimulus126_B,raw/ewan.wav,235.6825,236.2625,EEFEE,ewan,C,I,f,1171.65236474966,I,C,raw/amelia_consonants.wav,amelia_consonants_14,37.21308,36.60264,t,amelia,EETEE,1061.24183573996,I,C,raw/amelia_consonants.wav,amelia_consonants_31,83.39679,82.6725,f,amelia,EEFEE
B,ewan_59,stimulus127_B,raw/ewan.wav,177.0325,177.5625,ATAH,ewan,C,A,t,1137.64786937317,A,C,raw/amelia_consonants.wav,amelia_consonants_27,72.7625,72.1025,f,amelia,AFAH,1059.4863768094,A,C,raw/amelia_consonants.wav,amelia_consonants_9,24.1025,23.47667,t,amelia,ATAH
A,amelia_consonants_9,stimulus128_A,raw/amelia_consonants.wav,23.476670000000002,24.1025,ATAH,amelia,C,A,t,1156.73513119852,A,C,raw/ewan.wav,ewan_76,224.8825,224.3325,f,ewan,AFAH,1059.4863768094,A,C,raw/ewan.wav,ewan_59,177.5625,177.0325,t,ewan,ATAH
A,amelia_consonants_23,stimulus129_A,raw/amelia_consonants.wav,61.4825,62.1525,EEKEE,amelia,C,I,k,1212.89172233455,I,C,raw/ewan.wav,ewan_56,169.3025,168.7025,p,ewan,EEPEE,1003.49789059207,I,C,raw/ewan.wav,ewan_71,211.2825,210.7425,k,ewan,EEKEE
B,amelia_consonants_20,stimulus130_B,raw/amelia_consonants.wav,53.0271,53.6525,AKAH,amelia,C,A,k,1245.03024231441,A,C,raw/ewan.wav,ewan_50,153.4425,152.8525,p,ewan,APAH,1116.16536306792,A,C,raw/ewan.wav,ewan_68,201.7625,201.2425,k,ewan,AKAH
B,ewan_56,stimulus131_B,raw/ewan.wav,168.7025,169.3025,EEPEE,ewan,C,I,p,1212.89172233455,I,C,raw/amelia_consonants.wav,amelia_consonants_23,62.1525,61.4825,k,amelia,EEKEE,1037.74455032059,I,C,raw/amelia_consonants.wav,amelia_consonants_7,18.54394,17.98056,p,amelia,EEPEE
A,ewan_50,stimulus132_A,raw/ewan.wav,152.8525,153.4425,APAH,ewan,C,A,p,1245.03024231441,A,C,raw/amelia_consonants.wav,amelia_consonants_20,53.6525,53.0271,k,amelia,AKAH,977.348207343409,A,C,raw/amelia_consonants.wav,amelia_consonants_3,7.93251,7.31359,p,amelia,APAH
A,ewan_71,stimulus133_A,raw/ewan.wav,210.7425,211.2825,EEKEE,ewan,C,I,k,1177.42270659145,I,C,raw/amelia_consonants.wav,amelia_consonants_46,122.6025,121.8625,ʃ,amelia,EESHEE,1003.49789059207,I,C,raw/amelia_consonants.wav,amelia_consonants_23,62.1525,61.4825,k,amelia,EEKEE
A,amelia_vowels_5,stimulus134_A,raw/amelia_vowels.wav,12.5659,13.309679999999998,HADI,amelia,V,I,ɑ,1213.40548160737,I,V,raw/ewan.wav,ewan_37,109.8025,109.0925,ʊ,ewan,HOODI,1405.07478243322,I,V,raw/ewan.wav,ewan_8,23.01587,22.3965,ɑ,ewan,HADI
B,amelia_consonants_23,stimulus135_B,raw/amelia_consonants.wav,61.4825,62.1525,EEKEE,amelia,C,I,k,1607.25276184002,I,C,raw/ewan.wav,ewan_96,277.3325,276.7625,ʃ,ewan,EESHEE,1003.49789059207,I,C,raw/ewan.wav,ewan_71,211.2825,210.7425,k,ewan,EEKEE
B,ewan_92,stimulus136_B,raw/ewan.wav,266.7625,267.2825,ASHAH,ewan,C,A,ʃ,1554.62095459734,A,C,raw/amelia_consonants.wav,amelia_consonants_20,53.6525,53.0271,k,amelia,AKAH,1005.17148640837,A,C,raw/amelia_consonants.wav,amelia_consonants_42,112.9325,112.2325,ʃ,amelia,ASHAH
A,amelia_consonants_42,stimulus137_A,raw/amelia_consonants.wav,112.2325,112.9325,ASHAH,amelia,C,A,ʃ,1240.97171733607,A,C,raw/ewan.wav,ewan_68,201.7625,201.2425,k,ewan,AKAH,1005.17148640837,A,C,raw/ewan.wav,ewan_92,267.2825,266.7625,ʃ,ewan,ASHAH
A,ewan_71,stimulus138_A,raw/ewan.wav,210.7425,211.2825,EEKEE,ewan,C,I,k,1045.9635932473,I,C,raw/amelia_consonants.wav,amelia_consonants_38,102.63328,101.9725,s,amelia,EESSEE,1003.49789059207,I,C,raw/amelia_consonants.wav,amelia_consonants_23,62.1525,61.4825,k,amelia,EEKEE
B,amelia_consonants_23,stimulus139_B,raw/amelia_consonants.wav,61.4825,62.1525,EEKEE,amelia,C,I,k,1375.4936276232,I,C,raw/ewan.wav,ewan_87,255.0425,254.4625,s,ewan,EESSEE,1003.49789059207,I,C,raw/ewan.wav,ewan_71,211.2825,210.7425,k,ewan,EEKEE
B,ewan_83,stimulus140_B,raw/ewan.wav,244.4025,244.9725,ASSAH,ewan,C,A,s,1516.59705703649,A,C,raw/amelia_consonants.wav,amelia_consonants_20,53.6525,53.0271,k,amelia,AKAH,1349.52991343159,A,C,raw/amelia_consonants.wav,amelia_consonants_34,92.1125,91.35499,s,amelia,ASSAH
A,amelia_consonants_34,stimulus141_A,raw/amelia_consonants.wav,91.35499,92.1125,ASSAH,amelia,C,A,s,1404.51312050156,A,C,raw/ewan.wav,ewan_68,201.7625,201.2425,k,ewan,AKAH,1349.52991343159,A,C,raw/ewan.wav,ewan_83,244.9725,244.4025,s,ewan,ASSAH
A,ewan_68,stimulus142_A,raw/ewan.wav,201.2425,201.7625,AKAH,ewan,C,A,k,1191.4480160755,A,C,raw/amelia_consonants.wav,amelia_consonants_49,130.6925,129.9825,θ,amelia,ATHAH,1116.16536306792,A,C,raw/amelia_consonants.wav,amelia_consonants_20,53.6525,53.0271,k,amelia,AKAH
B,amelia_consonants_20,stimulus143_B,raw/amelia_consonants.wav,53.0271,53.6525,AKAH,amelia,C,A,k,1364.65936557268,A,C,raw/ewan.wav,ewan_97,280.3225,279.7725,θ,ewan,ATHAH,1116.16536306792,A,C,raw/ewan.wav,ewan_68,201.7625,201.2425,k,ewan,AKAH
B,amelia_consonants_55,stimulus144_B,raw/amelia_consonants.wav,145.1325,145.8925,EETHEE,amelia,C,I,θ,1220.63853892021,I,C,raw/ewan.wav,ewan_71,211.2825,210.7425,k,ewan,EEKEE,1250.34291601984,I,C,raw/ewan.wav,ewan_101,290.7225,290.0925,θ,ewan,EETHEE
